id,iddep,nom,dep,resp,primer-nombre,nombre-medio,apellido-catalan,centres-cp,centres-com,centres-pob
7427,2803,Centre d'Atenció Primària (CAP) Travessera de Gràcia,Departament de Salut,null,null,,,8025,Barcelonès,Barcelona
7305,2803,Centre d'Atenció Primària (CAP) Tremp,Departament de Salut,null,null,,,25620,Pallars Jussà,Tremp
7440,2803,Centre d'Atenció Primària (CAP) Trinitat Vella,Departament de Salut,null,null,,,8033,Barcelonès,Barcelona
13090,2803,Centre d'Atenció Primària (CAP) Turó,Departament de Salut,null,null,,,8031,Barcelonès,Barcelona
7387,2803,Centre d'Atenció Primària (CAP) Tàrraco,Departament de Salut,null,null,,,43005,Tarragonès,Tarragona
7315,2803,Centre d'Atenció Primària (CAP) Tàrrega,Departament de Salut,null,null,,,25300,Urgell,Tàrrega
7410,2803,Centre d'Atenció Primària (CAP) Ulldecona,Departament de Salut,null,null,,,43550,Montsià,Ulldecona
13746,2803,Centre d'Atenció Primària (CAP) Vacarisses,Departament de Salut,null,null,,,8299,Vallès Occidental,Vacarisses
13964,2803,Centre d'Atenció Primària (CAP) Vallcarca,Departament de Salut,null,null,,,8023,Barcelonès,Barcelona
13480,2803,Centre d'Atenció Primària (CAP) Valldoreix,Departament de Salut,null,null,,,8197,Sant Cugat del Vallès,Valldoreix
7356,2803,Centre d'Atenció Primària (CAP) Vallirana,Departament de Salut,null,null,,,8759,Baix Llobregat,Vallirana
12210,2803,Centre d'Atenció Primària (CAP) Vallvidrera,Departament de Salut,null,null,,,8017,Barcelonès,Barcelona
7271,2803,Centre d'Atenció Primària (CAP) Vallès Oriental,Departament de Salut,null,null,,,8400,Vallès Oriental,Granollers
7421,2803,Centre d'Atenció Primària (CAP) València de Barcelona,Departament de Salut,null,null,,,8013,Barcelonès,Barcelona
7212,2803,Centre d'Atenció Primària (CAP) Vidreres,Departament de Salut,null,null,,,17411,Selva,Vidreres
7306,2803,Centre d'Atenció Primària (CAP) Vielha,Departament de Salut,null,null,,,25530,Val d'Aran,Vielha e Mijaran
13663,2803,Centre d'Atenció Primària (CAP) Vielha,Departament de Salut,null,null,,,25530,Val d'Aran,Vielha e Mijaran
7184,2803,Centre d'Atenció Primària (CAP) Vila Olímpica,Departament de Salut,null,null,,,8005,Barcelonès,Barcelona
7395,2803,Centre d'Atenció Primària (CAP) Vila-Rodona,Departament de Salut,null,null,,,43814,Alt Camp,Vila-rodona
7203,2803,Centre d'Atenció Primària (CAP) Vila-Roja,Departament de Salut,null,null,,,17004,Gironès,Girona
7166,2803,Centre d'Atenció Primària (CAP) Vila-Seca,Departament de Salut,null,null,,,43840,Tarragonès,Vila-seca
7350,2803,Centre d'Atenció Primària (CAP) Viladecans,Departament de Salut,null,null,,,8840,Baix Llobregat,Viladecans
12778,2803,Centre d'Atenció Primària (CAP) Vilafant,Departament de Salut,null,null,,,17740,Alt Empordà,Vilafant
7331,2803,Centre d'Atenció Primària (CAP) Vilanova del Camí,Departament de Salut,null,null,,,8788,Anoia,Vilanova del Camí
8948,2803,Centre d'Atenció Primària (CAP) Vilassar de Dalt,Departament de Salut,null,null,,,8339,Maresme,Vilassar de Dalt
13417,2803,Centre d'Atenció Primària (CAP) Vinyets,Departament de Salut,null,null,,,8830,Baix Llobregat,Sant Boi de Llobregat
13115,2803,Centre d'Atenció Primària (CAP) Xerta,Departament de Salut,null,null,,,43592,Baix Ebre,Xerta
16820,655,Centre d'Atenció a l'Usuari (CAU) - Consorci AOC,Departament de Governació i Relacions Institucionals,null,null,,,8018,Barcelonès,Barcelona
4121,3392,Centre d'Atenció al Client dels Ferrocarrils de la Generalitat de Catalunya,Departament de Territori i Sostenibilitat,null,null,,,8015,Barcelonès,Barcelona
,,,,,,,,8002,Barcelonès,Barcelona
8223,3392,Centre d'Atenció al Pensionista dels Ferrocarrils de la Generalitat de Catalunya,Departament de Territori i Sostenibilitat,null,null,,,8006,Barcelonès,Barcelona
16180,13760,Centre d'Atenció i Gestió de Trucades d'Urgència 112 Catalunya,Departament d'Interior,David Ciudad i Valls,David,,Ciudad,43204,Baix Camp,Reus
,,,,,,,,8009,Barcelonès,Barcelona
5997,5823,Centre d'Autonomia Personal Sírius,Departament de Benestar Social i Família,null,null,,,8015,Barcelonès,Barcelona
13932,15638,Centre d'Enllaç per a la Innovació a Catalunya (IRC-Catalonia),Departament d'Empresa i Ocupació,Mònica Duran,Mònica,,Duran,8008,Barcelonès,Barcelona
9108,1103,Centre d'Ensenyament Superior de Nutrició i Dietètica (CESNID) (UB),Departament d'Economia i Coneixement,null,null,,,8921,Barcelonès,Santa Coloma de Gramenet
2697,6,Centre d'Esports del Pallars (Escola de Piragüisme),Departament de la Presidència,Ramon Baylina i Cabré,Ramon,,Baylina,25560,Pallars Sobirà,Sort
3353,2803,Centre d'Estudis Epidemiològics sobre les Infeccions de Transmissió Sexual i Sida de Catalunya (CEEISCAT),Departament de Salut,Jordi Casabona i Barbarà,Jordi,,Casabona,8916,Barcelonès,Badalona
10185,1103,Centre d'Estudis Històrics Internacionals (CEHI) (UB),Departament d'Economia i Coneixement,null,null,,,8035,Barcelonès,Barcelona
10182,1103,Centre d'Estudis Internacionals (CEI) (UB),Departament d'Economia i Coneixement,null,null,,,8017,Barcelonès,Barcelona
5179,13757,Centre d'Estudis Jurídics i Formació Especialitzada,Departament de Justícia,Josep Xavier Hernández i Moreno,Josep,Xavier,Hernández,8010,Barcelonès,Barcelona
14372,6,Centre d'Estudis d'Opinió,Departament de la Presidència,Jordi Argelaguet i Argemí,Jordi,,Argelaguet,8009,Barcelonès,Barcelona
104,6,Centre d'Estudis de Temes Contemporanis (CETC),Departament de la Presidència,Ferran Sáez Mateu,Ferran,Sáez,Mateu,8001,Barcelonès,Barcelona
13539,1103,Centre d'Estudis de l'Aviació (Cesda) (URV),Departament d'Economia i Coneixement,null,null,,,43201,Baix Camp,Reus
5158,5823,Centre d'Estudis i Documentació de la Infància,Departament de Benestar Social i Família,null,null,,,8001,Barcelonès,Barcelona
2741,6,Centre d'Història Contemporània de Catalunya,Departament de la Presidència,null,null,,,8039,Barcelonès,Barcelona
13627,1103,Centre d'Informació i Assessorament als Estudiants (CIAE) (UdG),Departament d'Economia i Coneixement,null,null,,,17003,Gironès,Girona
6941,2221,Centre d'Informació i Investigació del Patrimoni Arquitectònic Català (CIIPAC),Departament de Cultura,null,null,,,8002,Barcelonès,Barcelona
5002,15638,Centre d'Iniciatives de Treball a Gandesa,Departament d'Empresa i Ocupació,null,null,,,43780,Terra Alta,Gandesa
5178,13757,Centre d'Iniciatives per a la Reinserció (CIRE),Departament de Justícia,Elisabeth Abad i Giralt,Elisabeth,,Abad,8007,Barcelonès,Barcelona
12478,15638,Centre d'Innovació  i Formació Ocupacional (CIFO) Hospitalet Cobalto,Departament d'Empresa i Ocupació,Francisco Miranda Casanovas,Francisco,Miranda,Casanovas,8907,Barcelonès,L'Hospitalet de Llobregat
4969,15638,Centre d'Innovació i Formació Ocupacional (CIFO) La Violeta,Departament d'Empresa i Ocupació,Fernando Herrero Rojo,Fernando,Herrero,Rojo,8035,Barcelonès,Barcelona
4975,15638,Centre d'Innovació i Formació Ocupacional (CIFO) Lleida,Departament d'Empresa i Ocupació,Josep M. Anglés i Farrerons,Josep,M.,Anglés,25199,Segrià,Lleida
4967,15638,Centre d'Innovació i Formació Ocupacional (CIFO) Sabadell Mancomunitat,Departament d'Empresa i Ocupació,Josep M. Bou i Joan,Josep,M.,Bou,8200,Vallès Occidental,Sabadell
4973,15638,Centre d'Innovació i Formació Ocupacional (CIFO) Salt,Departament d'Empresa i Ocupació,Ricardo Latorre i García,Ricardo,,Latorre,17190,Gironès,Salt
12477,15638,Centre d'Innovació i Formació Ocupacional (CIFO) Sant Feliu de Llobregat,Departament d'Empresa i Ocupació,Raquel Álvarez García,Raquel,Álvarez,García,8980,Baix Llobregat,Sant Feliu de Llobregat
4965,15638,Centre d'Innovació i Formació Ocupacional (CIFO) Santa Coloma de Gramenet,Departament d'Empresa i Ocupació,Cristina Marín Prades,Cristina,Marín,Prades,8924,Barcelonès,Santa Coloma de Gramenet
4971,15638,Centre d'Innovació i Formació Ocupacional (CIFO) Tarragona,Departament d'Empresa i Ocupació,Manuel García Molina,Manuel,García,Molina,43007,Tarragonès,Tarragona
5000,15638,"Centre d'Intercanvis Internacionals ""Molí de Mar""",Departament d'Empresa i Ocupació,Jesus Rex i Feliu,Jesus,,Rex,8800,Garraf,Vilanova i la Geltrú
18676,2803,Centre d'Urgències d'Atenció Primària (CUAP) Horta,Departament de Salut,null,null,,,8031,Barcelonès,Barcelona
18248,2803,Centre d'Urgències d'Atenció Primària (CUAP) Pura Fernàndez,Departament de Salut,null,null,,,8901,Barcelonès,L'Hospitalet de Llobregat
4367,4163,Centre de Capacitació Agrària de Gandesa,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Manel Gisbert Lahosa,Manel,Gisbert,Lahosa,43780,Terra Alta,Gandesa
4369,4163,Centre de Capacitació Agrària de Manresa,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Glòria Colom Puigbó,Glòria,Colom,Puigbó,8242,Bages,Manresa
4370,4163,Centre de Capacitació Agrària del Pallars,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Alba Vila Corona,Alba,Vila,Corona,25630,Pallars Jussà,Talarn
10669,3392,Centre de Control de Carreteres de Vic,Departament de Territori i Sostenibilitat,Pedro Luis Mayordomo Garcia,Pedro,Luis Mayordomo,Garcia,8500,Osona,Vic
11358,1103,Centre de Cooperació per al Desenvolupament (UPC),Departament d'Economia i Coneixement,null,null,,,8034,Barcelonès,Barcelona
18766,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Alt Camp,Departament de Benestar Social i Família,null,null,,,43800,Alt Camp,Valls
18752,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Alt Urgell,Departament de Benestar Social i Família,null,null,,,25700,Alt Urgell,La Seu d'Urgell
18753,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Alta Ribagorça,Departament de Benestar Social i Família,null,null,,,25520,Alta Ribagorça,El Pont de Suert
18696,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Anoia,Departament de Benestar Social i Família,null,null,,,8700,Anoia,Igualada
18739,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - BAIX MONTSENY - Sant Celoni,Departament de Benestar Social i Família,null,null,,,8470,Vallès Oriental,Sant Celoni
18722,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Badalona,Departament de Benestar Social i Família,null,null,,,8913,Barcelonès,Badalona
18698,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Bages,Departament de Benestar Social i Família,null,null,,,8242,Bages,Manresa
18767,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Baix Camp,Departament de Benestar Social i Família,null,null,,,43206,Baix Camp,Reus
18744,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Baix Empordà,Departament de Benestar Social i Família,null,null,,,17230,Baix Empordà,Palamós
18769,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Baix Penedès,Departament de Benestar Social i Família,null,null,,,43700,Baix Penedès,El Vendrell
18716,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Barcelona: Ciutat Vella,Departament de Benestar Social i Família,null,null,,,8001,Barcelonès,Barcelona
18710,5823,"Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Barcelona: Dreta de l'Eixample, Sagrada Família i Fort Pienc (ASPANIAS)",Departament de Benestar Social i Família,null,null,,,,,
18718,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Barcelona: EDAI Les Corts - Sarrià,Departament de Benestar Social i Família,null,null,,,8014,Barcelonès,Barcelona
18719,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Barcelona: EDAI Sant Martí,Departament de Benestar Social i Família,null,null,,,8020,Barcelonès,Barcelona
18712,5823,"Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Barcelona: Esquerra Eixample, Sant Antoni i Sarrià-Sant Gervasi (Fundació Catalana per a la Sindrome de Down)",Departament de Benestar Social i Família,null,null,,,8029,Barcelonès,Barcelona
18711,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Barcelona: Gràcia (Fundació Eulàlia Torras de Beà),Departament de Benestar Social i Família,null,null,,,8012,Barcelonès,Barcelona
18709,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Barcelona: Horta-Guinardó (AGALMA),Departament de Benestar Social i Família,null,null,,,8024,Barcelonès,Barcelona
18717,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Barcelona: Nou Barris,Departament de Benestar Social i Família,null,null,,,8042,Barcelonès,Barcelona
18714,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Barcelona: Passeig de Sant Joan,Departament de Benestar Social i Família,null,null,,,8009,Barcelonès,Barcelona
18715,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Barcelona: Sant Andreu (RELLA),Departament de Benestar Social i Família,null,null,,,8027,Barcelonès,Barcelona
18713,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Barcelona: Sants-Montjuïc (ASPACE),Departament de Benestar Social i Família,null,null,,,8038,Barcelonès,Barcelona
18725,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Berguedà,Departament de Benestar Social i Família,null,null,,,8600,Berguedà,Berga
18751,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Blanes (ASPRONIS),Departament de Benestar Social i Família,null,null,,,17300,Selva,Blanes
18748,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - CAD Girona,Departament de Benestar Social i Família,null,null,,,17002,Gironès,Girona
18735,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - CAD Terrassa,Departament de Benestar Social i Família,null,null,,,8222,Vallès Occidental,Terrassa
18761,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - CAD de Lleida,Departament de Benestar Social i Família,null,null,,,25007,Segrià,Lleida
18738,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Caldes de Montbui,Departament de Benestar Social i Família,null,null,,,8140,Vallès Oriental,Caldes de Montbui
18768,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Cambrils,Departament de Benestar Social i Família,null,null,,,43850,Baix Camp,Cambrils
18701,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Castelldefels (DELTA 2),Departament de Benestar Social i Família,null,null,,,8860,Baix Llobregat,Castelldefels
18699,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Centre d'Estimulació Precoç Prat de Llobregat,Departament de Benestar Social i Família,null,null,,,8820,Baix Llobregat,El Prat de Llobregat
18745,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Cerdanya,Departament de Benestar Social i Família,null,null,,,17520,Cerdanya,Puigcerdà
18770,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Conca de Barberà,Departament de Benestar Social i Família,null,null,,,43400,Conca de Barberà,Montblanc
18706,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Cornellà de Llobregat,Departament de Benestar Social i Família,null,null,,,8940,Baix Llobregat,Cornellà de Llobregat
18732,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - DAPSI Cerdanyola del Vallès,Departament de Benestar Social i Família,null,null,,,8290,Vallès Occidental,Cerdanyola del Vallès
18733,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - DAPSI Montcada i Reixac,Departament de Benestar Social i Família,null,null,,,8110,Vallès Occidental,Montcada i Reixac
18731,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - DAPSI Rubí,Departament de Benestar Social i Família,null,null,,,8191,Vallès Occidental,Rubí
18730,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - DAPSI Sant Cugat,Departament de Benestar Social i Família,null,null,,,8195,Vallès Occidental,Sant Cugat del Vallès
18723,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - EDAI Sant Adrià del Besós,Departament de Benestar Social i Família,null,null,,,8930,Barcelonès,Sant Adrià de Besòs
18743,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Figueres (PACEM),Departament de Benestar Social i Família,null,null,,,17600,Alt Empordà,Figueres
18760,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - GSS - Servei d'atenció precoç - Lleida,Departament de Benestar Social i Família,null,null,,,25008,Segrià,Lleida
18726,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Garraf,Departament de Benestar Social i Família,null,null,,,8800,Garraf,Vilanova i la Geltrú
18695,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Gelida,Departament de Benestar Social i Família,null,null,,,8790,Alt Penedès,Gelida
18747,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Gironès,Departament de Benestar Social i Família,null,null,,,17006,Barcelonès,Barcelona
18707,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Hospital de Sant Joan de Déu - Esplugues de Llobregat,Departament de Benestar Social i Família,null,null,,,8950,Baix Llobregat,Esplugues de Llobregat
18776,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - JONC - Móra d'Ebre,Departament de Benestar Social i Família,null,null,,,43740,Ribera d'Ebre,Móra d'Ebre
18693,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - L'Espiga - Vilafranca del Penedés,Departament de Benestar Social i Família,null,null,,,8720,Alt Penedès,Vilafranca del Penedès
18721,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - L'Hospitalet BAULA NORD,Departament de Benestar Social i Família,null,null,,,8905,Barcelonès,L'Hospitalet de Llobregat
18720,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - L'Hospitalet BAULA SUD,Departament de Benestar Social i Família,null,null,,,8902,Barcelonès,L'Hospitalet de Llobregat
18775,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - La Sénia,Departament de Benestar Social i Família,null,null,,,43560,Montsià,La Sénia
18754,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Les Garrigues,Departament de Benestar Social i Família,null,null,,,25430,Garrigues,Juneda
18734,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - MAGROC - Terrassa,Departament de Benestar Social i Família,null,null,,,8221,Vallès Occidental,Terrassa
18727,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Maresme,Departament de Benestar Social i Família,null,null,,,8301,Maresme,Mataró
18708,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Martorell,Departament de Benestar Social i Família,null,null,,,8760,Baix Llobregat,Martorell
18697,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Masquefa,Departament de Benestar Social i Família,null,null,,,8783,Anoia,Masquefa
18741,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Mollet del Vallès,Departament de Benestar Social i Família,null,null,,,8100,Vallès Oriental,Mollet del Vallès
18774,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Montsià,Departament de Benestar Social i Família,null,null,,,43870,Montsià,Amposta
18755,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Noguera,Departament de Benestar Social i Família,null,null,,,25600,Noguera,Balaguer
18746,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Olot (Patronat Joan Sellas Cardelús),Departament de Benestar Social i Família,null,null,,,17800,Garrotxa,Olot
18736,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - PARC TAULÍ - Sabadell,Departament de Benestar Social i Família,null,null,,,8208,Vallès Occidental,Sabadell
18756,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Pallars Jussà,Departament de Benestar Social i Família,null,null,,,25620,Pallars Jussà,Tremp
18757,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Pallars Sobirà,Departament de Benestar Social i Família,null,null,,,25560,Pallars Sobirà,Sort
18758,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Pla d'Urgell,Departament de Benestar Social i Família,null,null,,,25230,Pla d'Urgell,Mollerussa
18749,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Pla de l'Estany,Departament de Benestar Social i Família,null,null,,,17820,Pla de l'Estany,Banyoles
18750,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Ripoll (MAP),Departament de Benestar Social i Família,null,null,,,17500,Ripollès,Ripoll
18740,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - SPAI TR3S - Parets del Vallès,Departament de Benestar Social i Família,null,null,,,8150,Vallès Oriental,Parets del Vallès
18704,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Sant Andreu de la Barca,Departament de Benestar Social i Família,null,null,,,8740,Baix Llobregat,Sant Andreu de la Barca
18705,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Sant Boi de Llobregat,Departament de Benestar Social i Família,null,null,,,8830,Baix Llobregat,Sant Boi de Llobregat
18702,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Sant Feliu de Llobregat,Departament de Benestar Social i Família,null,null,,,8980,Baix Llobregat,Sant Feliu de Llobregat
18694,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Sant Sadurní,Departament de Benestar Social i Família,null,null,,,8770,Alt Penedès,Sant Sadurní d'Anoia
18703,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Sant Vicenç dels Horts,Departament de Benestar Social i Família,null,null,,,8620,Baix Llobregat,Sant Vicenç dels Horts
18724,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Santa Coloma de Gramenet (ASPANIDE),Departament de Benestar Social i Família,null,null,,,8922,Barcelonès,Santa Coloma de Gramenet
18772,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Santa Tecla - Tarragona,Departament de Benestar Social i Família,null,null,,,43002,Tarragonès,Tarragona
18759,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Segarra,Departament de Benestar Social i Família,null,null,,,25200,Segarra,Cervera
18762,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Segrià i Barri antic - Lleida,Departament de Benestar Social i Família,null,null,,,25003,Segrià,Lleida
18763,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Solsonès,Departament de Benestar Social i Família,null,null,,,25280,Solsonès,Solsona
18729,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - TRIS TRAS - Manlleu,Departament de Benestar Social i Família,null,null,,,8560,Osona,Manlleu
18728,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - TRIS TRAS - Vic,Departament de Benestar Social i Família,null,null,,,8500,Osona,Vic
18771,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Tarragona i Tarragonès,Departament de Benestar Social i Família,null,null,,,43005,Tarragonès,Tarragona
18764,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Urgell,Departament de Benestar Social i Família,null,null,,,25300,Urgell,Tàrrega
18765,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Val d'Aran,Departament de Benestar Social i Família,null,null,,,25530,Vielha e Mijaran,Vielha
18737,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Vallès Oriental,Departament de Benestar Social i Família,null,null,,,,,
18773,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Verge de la Cinta - Tortosa,Departament de Benestar Social i Família,null,null,,,43500,Baix Ebre,Tortosa
18700,5823,Centre de Desenvolupament Infantil i Atenció Precoç (CDIAP) - Viladecans (DELTA),Departament de Benestar Social i Família,null,null,,,8840,Baix Llobregat,Viladecans
8568,5823,Centre de Dia de per a gent gran Sant Josep de Lleida,Departament de Benestar Social i Família,null,null,,,25003,Segrià,Lleida
17495,5823,Centre de Dia per a disminuïts psíquics profunds Can Serra,Departament de Benestar Social i Família,null,null,,,8906,Barcelonès,L'Hospitalet de Llobregat
10691,5823,"Centre de Dia per a gent gran ""Les Franqueses""",Departament de Benestar Social i Família,null,null,,,8520,Vallès Oriental,Les Franqueses del Vallès
10521,5823,Centre de Dia per a gent gran Badalona - Nova Lloreda,Departament de Benestar Social i Família,null,null,,,8917,Barcelonès,Badalona
8545,5823,Centre de Dia per a gent gran Baix Camp,Departament de Benestar Social i Família,null,null,,,43850,Baix Camp,Cambrils
18679,5823,Centre de Dia per a gent gran Bon Pastor,Departament de Benestar Social i Família,null,null,,,8030,Barcelonès,Barcelona
8572,5823,Centre de Dia per a gent gran Ca N'Anglada,Departament de Benestar Social i Família,Núria Gamell,Núria,,Gamell,8222,Vallès Occidental,Terrassa
8567,5823,Centre de Dia per a gent gran Comarcal de Campdevànol,Departament de Benestar Social i Família,null,null,,,17530,Ripollès,Campdevànol
8564,5823,Centre de Dia per a gent gran Comtes d'Urgell,Departament de Benestar Social i Família,Montse Andreu,Montse,,Andreu,25600,Noguera,Balaguer
8558,5823,Centre de Dia per a gent gran Conca de Barberà,Departament de Benestar Social i Família,null,null,,,43400,Conca de Barberà,Montblanc
17633,5823,Centre de Dia per a gent gran El Nadal,Departament de Benestar Social i Família,null,null,,,8500,Osona,Vic
8579,5823,Centre de Dia per a gent gran Font Verda de Granollers,Departament de Benestar Social i Família,null,null,,,8402,Vallès Oriental,Granollers
8544,5823,Centre de Dia per a gent gran Font dels Capellans,Departament de Benestar Social i Família,null,null,,,8240,Bages,Manresa
8551,5823,Centre de Dia per a gent gran Jaume Batlle,Departament de Benestar Social i Família,null,null,,,8005,Barcelonès,Barcelona
8559,5823,Centre de Dia per a gent gran Jaume I,Departament de Benestar Social i Família,null,null,,,43440,Conca de Barberà,L'Espluga de Francolí
8548,5823,Centre de Dia per a gent gran Jaume Nualart,Departament de Benestar Social i Família,null,null,,,8940,Baix Llobregat,Cornellà de Llobregat
8569,5823,Centre de Dia per a gent gran Mare de Déu de la Mercè,Departament de Benestar Social i Família,null,null,,,43003,Tarragonès,Tarragona
8556,5823,Centre de Dia per a gent gran Parc Serentill,Departament de Benestar Social i Família,null,null,,,8915,Barcelonès,Badalona
10522,5823,Centre de Dia per a gent gran Terrassa - La Maurina,Departament de Benestar Social i Família,null,null,,,8224,Vallès Occidental,Terrassa
8578,5823,Centre de Dia per a gent gran Torre Romeu,Departament de Benestar Social i Família,Célia Sanramon Solà,Célia,Sanramon,Solà,8202,Vallès Occidental,Sabadell
8550,5823,Centre de Dia per a gent gran d'Horta,Departament de Benestar Social i Família,null,null,,,8035,Barcelonès,Barcelona
8562,5823,Centre de Dia per a gent gran d'Onyar de Girona,Departament de Benestar Social i Família,M. Antònia Valle,M.,Antònia,Valle,17003,Gironès,Girona
8570,5823,Centre de Dia per a gent gran de Bellpuig,Departament de Benestar Social i Família,null,null,,,25250,Urgell,Bellpuig
8580,5823,Centre de Dia per a gent gran de Granollers Centre,Departament de Benestar Social i Família,Teófila Morchon,Teófila,,Morchon,8400,Vallès Oriental,Granollers
8549,5823,Centre de Dia per a gent gran de Gràcia,Departament de Benestar Social i Família,null,null,,,8012,Barcelonès,Barcelona
