id,iddep,nom,dep,resp,primer-nombre,nombre-medio,apellido-catalan,centres-cp,centres-com,centres-pob,iddep-scraped
4570,4163,Consell Regulador de la Denominació d'Origen \"Costers del Segre\"\"\","Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Magí Raventós i Saenz,Magí,,Raventós,25192,Segrià,Lleida,11292
4565,4163,Consell Regulador de la Denominació d'Origen \"Empordà\"\"\","Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Josep Blanch i Dalmau,Josep,,Blanch,17600,Alt Empordà,Figueres,11292
4566,4163,Consell Regulador de la Denominació d'Origen \"Penedès\"\"\","Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Jaume Cañellas i Vives,Jaume,,Cañellas,8720,Alt Penedès,Vilafranca del Penedès,11292
4567,4163,Consell Regulador de la Denominació d'Origen \"Priorat\"\"\","Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Salustià Álvarez i Vidal,Salustià,,Álvarez,43737,Priorat,Torroja del Priorat,11292
4568,4163,Consell Regulador de la Denominació d'Origen \"Tarragona\"\"\","Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Antoni Solé i Gasset,Antoni,,Solé,43002,Tarragonès,Tarragona,11292
4569,4163,Consell Regulador de la Denominació d'Origen \"Terra Alta\"\"\","Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Pere Rovira i Solé,Pere,,Rovira,43780,Terra Alta,Gandesa,11292
6466,4163,Consell Regulador de la Denominació d'Origen ''Pla de Bages'',"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,8243,Bages,Manresa,11292
15237,4163,Consell Regulador de la Denominació d'Origen Catalunya,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,43202,Baix Camp,Reus,11292
15236,4163,Consell Regulador de la Denominació d'Origen Montsant,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,43730,Priorat,Falset,11292
15239,4163,Consell Regulador de la Denominació d'Origen Oli de Terra Alta,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,43780,Terra Alta,Gandesa,11292
15238,4163,Consell Regulador de la Denominació d'Origen Oli de l'Empordà,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,17600,Alt Empordà,Figueres,11292
15240,4163,Consell Regulador de la Denominació d'Origen Oli del Baix Ebre - Montsià,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,43500,Baix Ebre,Tortosa,11292
4558,4163,Consell Regulador de la Denominació d'Origen Protegida Avellana de Reus,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Josep Cabré i Llauradó,Josep,,Cabré,43202,Baix Camp,Reus,11292
4556,4163,Consell Regulador de la Denominació d'Origen Protegida Les Garrigues,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Joan Francesc Segura i Segura,Joan,Francesc,Segura,25192,Segrià,Lleida,11292
16048,4163,Consell Regulador de la Denominació d'Origen Protegida Mongeta del ganxet,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Ramon Casamada Humet,Ramon,Casamada,Humet,8201,Vallès Occidental,Sabadell,11292
16049,4163,Consell Regulador de la Denominació d'Origen Protegida Pera de Lleida,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,25005,Segrià,Lleida,11292
4559,4163,Consell Regulador de la Vedella dels Pirineus Catalans,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Joan Pont i Cosat,Joan,,Pont,25700,Alt Urgell,La Seu d'Urgell,11292
2732,2221,Consell Social de la Llengua Catalana,Departament de Cultura,null,null,,,8001,Barcelonès,Barcelona,15755
18954,2221,Consell Social de la Llengua de Signes Catalana,Departament de Cultura,null,null,,,8001,Barcelonès,Barcelona,15755
1928,1599,Consell Superior d'Avaluació del Sistema Educatiu,Departament d'Ensenyament,Joan Mateo i Andrés,Joan,,Mateo,8021,Barcelonès,Barcelona,1599
17320,15638,Consell Superior de la Cooperació,Departament d'Empresa i Ocupació,null,null,,,8011,Barcelonès,Barcelona,15638
4577,4163,Consell Territorial de Caça de Barcelona,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,8006,Barcelonès,Barcelona,4576
4578,4163,Consell Territorial de Caça de Girona,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,17002,Gironès,Girona,4576
4579,4163,Consell Territorial de Caça de Lleida,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,25006,Segrià,Lleida,4576
4580,4163,Consell Territorial de Caça de Tarragona,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,43005,Tarragonès,Tarragona,4576
4572,4163,Consell Territorial de Pesca Continental de Barcelona,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,8028,Barcelonès,Barcelona,4571
4573,4163,Consell Territorial de Pesca Continental de Girona,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,17001,Gironès,Girona,4571
4574,4163,Consell Territorial de Pesca Continental de Lleida,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,25004,Segrià,Lleida,4571
4575,4163,Consell Territorial de Pesca Continental de Tarragona,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,43002,Tarragonès,Tarragona,4571
18033,5823,Consell d'Equipaments Cívics de Catalunya,Departament de Benestar Social i Família,null,null,,,8039,Barcelonès,Barcelona,18103
917,13760,Consell de Bombers Voluntaris de la Generalitat de Catalunya,Departament d'Interior,"Titular de la Direcció General de Prevenció, Extinció d'Incendis i Salvaments",Titular,"de la Direcció General de Prevenció, Extinció",d'Incendis,8290,Vallès Occidental,Cerdanyola del Vallès,8042
4576,4163,Consell de Caça de Catalunya,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,8017,Barcelonès,Barcelona,12985
527,6,Consell de Cooperació al Desenvolupament,Departament de la Presidència,null,null,,,8003,Barcelonès,Barcelona,13405
9924,13760,Consell de Coordinació de la Seguretat Privada,Departament d'Interior,Persona titular de la Direcció General d'Administració de Seguretat,Persona,titular de la Direcció General d'Administració de,Seguretat,8009,Barcelonès,Barcelona,18156
1919,1599,Consell de Direcció,Departament d'Ensenyament,null,null,,,8021,Barcelonès,Barcelona,1599
13777,13760,Consell de Direcció,Departament d'Interior,Ramon Espadaler i Parcerisas,Ramon,,Espadaler,,,,13760
15989,15638,Consell de Direcció,Departament d'Empresa i Ocupació,null,null,,,,,,14299
10149,13760,Consell de Direcció de l'Institut de Seguretat Pública de Catalunya,Departament d'Interior,null,null,,,8100,Vallès Oriental,Mollet del Vallès,858
14300,2221,Consell de Direcció del Departament,Departament de Cultura,null,null,,,8002,Barcelonès,Barcelona,2221
3294,2803,Consell de Direcció del Departament de Salut,Departament de Salut,null,null,,,8028,Barcelonès,Barcelona,2803
7086,2803,Consell de Direcció del Servei Català de la Salut,Departament de Salut,Boi Ruiz i Garcia,Boi,,Ruiz,8028,Barcelonès,Barcelona,3009
13350,15638,Consell de Direcció del Servei d'Ocupació de Catalunya (SOC),Departament d'Empresa i Ocupació,null,null,,,8019,Barcelonès,Barcelona,4925
6619,6619,Consell de Garanties Estatutàries,Consell de Garanties Estatutàries,Joan Egea Fernández,Joan,Egea,Fernández,8002,Barcelonès,Barcelona,
7694,6,Consell de Govern de la Corporació Catalana de Mitjans de Comunicació,Departament de la Presidència,Brauli Duart i Llinares,Brauli,,Duart,8022,Barcelonès,Barcelona,7692
4571,4163,Consell de Pesca Continental de Catalunya,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,8017,Barcelonès,Barcelona,12985
4561,4163,Consell de Pesca i Afers Marítims de Catalunya,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",null,null,,,8029,Barcelonès,Barcelona,4487
17466,15638,Consell de Política Industrial de Catalunya,Departament d'Empresa i Ocupació,null,null,,,,,,13829
6396,4163,Consell de Protecció de la Natura,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Joandomènec Ros i Aragonès,Joandomènec,,Ros,8017,Barcelonès,Barcelona,12985
6397,3392,Consell de Qualitat Ambiental,Departament de Territori i Sostenibilitat,null,null,,,8029,Barcelonès,Barcelona,6315
16283,15638,Consell de Relacions Laborals,Departament d'Empresa i Ocupació,M. Àngels Pujols Muntada,M.,Àngels Pujols,Muntada,8011,Barcelonès,Barcelona,18114
5682,15638,Consell de Seguiment de Seguretat Nuclear i Protecció Radiològica de Catalunya,Departament d'Empresa i Ocupació,null,null,,,8036,Barcelonès,Barcelona,5397
16388,13760,Consell de Seguretat de Catalunya,Departament d'Interior,Ramon Espadaler i Parcerisas,Ramon,,Espadaler,8009,Barcelonès,Barcelona,13760
7938,7938,"Consell de Treball, Econòmic i Social de Catalunya","Consell de Treball, Econòmic i Social de Catalunya",Josep Maria Rañé i Blasco,Josep,Maria,Rañé,8009,Barcelonès,Barcelona,15651
4547,4163,Consell de l'Arròs del Delta de l'Ebre,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Juan Llombart Zaragoza,Juan,Llombart,Zaragoza,43870,Montsià,Amposta,11292
17689,5823,Consell de l'Associacionisme i el Voluntariat de Catalunya,Departament de Benestar Social i Família,null,null,,,8039,Barcelonès,Barcelona,18103
13961,13961,Consell de l'Audiovisual de Catalunya (CAC),Consell de l'Audiovisual de Catalunya (CAC),Roger Loppacher i Crehuet,Roger,,Loppacher,8018,Barcelonès,Barcelona,
6646,1103,Consell de l'Estudiantat (UdL),Departament d'Economia i Coneixement,null,null,,,25003,Segrià,Lleida,426
2733,2221,Consell de la Cultura Popular i Tradicional,Departament de Cultura,null,null,,,8001,Barcelonès,Barcelona,2388
12224,5823,Consell de la Gent Gran de Catalunya,Departament de Benestar Social i Família,null,null,,,8001,Barcelonès,Barcelona,10859
4541,4163,Consell de la Llonganissa de Vic,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Armand Quintana Rovira,Armand,Quintana,Rovira,8500,Osona,Vic,11292
4552,4163,Consell de la Mantega de l'Alt Urgell i la Cerdanya,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Carles Moliné i Coll,Carles,,Moliné,25700,Alt Urgell,La Seu d'Urgell,11292
915,13760,Consell de la Policia - Mossos d'Esquadra,Departament d'Interior,null,null,,,8009,Barcelonès,Barcelona,13760
4542,4163,Consell de la Poma de Girona,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Jaume Casadellà i Pujadas,Jaume,,Casadellà,17134,Baix Empordà,Torroella de Montgrí,11292
18204,2803,Consell de la Professió Infermera de Catalunya,Departament de Salut,null,null,,,8028,Barcelonès,Barcelona,19031
4536,4163,Consell de la Ratafia Catalana,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Guillem Moya i Pedrol,Guillem,,Moya,8011,Barcelonès,Barcelona,11292
13836,6,Consell de les Comunitats Catalanes de l'Exterior,Departament de la Presidència,Artur Mas i Gavarró,Artur,,Mas,8003,Barcelonès,Barcelona,13801
7595,4163,Consell de les Mandarines i Clementines de les Terres Catalanes,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Ignasi Padró Ochando,Ignasi,Padró,Ochando,43500,Baix Ebre,Tortosa,11292
14391,15638,Consell de les Persones Consumidores de Catalunya,Departament d'Empresa i Ocupació,null,null,,,8018,Barcelonès,Barcelona,14299
18205,3392,"Consell de qualitat, Sostenibilitat i Innovació de l'Habitatge",Departament de Territori i Sostenibilitat,null,null,,,8007,Barcelonès,Barcelona,14182
4554,4163,Consell del Calçot de Valls,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Xavier Pie Dols,Xavier,Pie,Dols,43800,Alt Camp,Valls,11292
4551,4163,Consell del Formatge de l'Alt Urgell i la Cerdanya,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Carles Moliné i Coll,Carles,,Moliné,25700,Alt Urgell,La Seu d'Urgell,11292
4537,4163,Consell del Pollastre i Capó del Prat,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Valentina Guisado Arnaltes,Valentina,Guisado,Arnaltes,8820,Baix Llobregat,El Prat de Llobregat,11292
4544,4163,Consell del Torró d'Agramunt,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Ramon Vicens i Vicens,Ramon,,Vicens,25310,Urgell,Agramunt,11292
17534,15638,Consell del Treball Autònom de Catalunya,Departament d'Empresa i Ocupació,null,null,,,8011,Barcelonès,Barcelona,15638
18196,655,Consell per a l'Impuls i l'Ordenació de la Reforma de l'Administració,Departament de Governació i Relacions Institucionals,Vicepresident/a del Govern de la Generalitat de Catalunya,Vicepresident/a,del Govern de la Generalitat de,Catalunya,8003,Barcelonès,Barcelona,655
5961,5823,Consell per a la Promoció de l'Accessibilitat i la Supressió de Barreres Arquitectòniques,Departament de Benestar Social i Família,M. Gemma Pifarré Matas,M.,Gemma Pifarré,Matas,8039,Barcelonès,Barcelona,5828
13865,655,Consorci Administració Oberta de Catalunya,Departament de Governació i Relacions Institucionals,Àlex Pèlach i Pàniker,Àlex,,Pèlach,8018,Barcelonès,Barcelona,655
12783,2221,Consorci Catalan Films & TV,Departament de Cultura,Àlex Navarro Garrich,Àlex,Navarro,Garrich,8021,Barcelonès,Barcelona,11723
5687,1103,Consorci Centre de Visió per Computador (CVC),Departament d'Economia i Coneixement,null,null,,,8193,Vallès Occidental,Cerdanyola del Vallès,1103
3349,2803,Consorci Hospitalari de Vic,Departament de Salut,Antoni Anglada i Arisa,Antoni,,Anglada,8500,Osona,Vic,3009
11150,1103,Consorci Laboratori de Llum de Sincrotró,Departament d'Economia i Coneixement,null,null,,,8193,Vallès Occidental,Cerdanyola del Vallès,15728
18673,2803,Consorci Mar Parc de Salut Barcelona,Departament de Salut,Josep M. Via Redons,Josep,M. Via,Redons,8003,Barcelonès,Barcelona,3009
2011346,655,Consorci Memorial dels Espais de la Batalla de l'Ebre (COMEBE),Departament de Governació i Relacions Institucionals,null,null,,,43780,Terra Alta,Gandesa,13775
17120,2221,Consorci Mercat de les Flors - Centre de les Arts en Moviment,Departament de Cultura,null,null,,,8004,Barcelonès,Barcelona,2228
15058,1103,Consorci Parc de Recerca Biomèdica de Barcelona (PRBB),Departament d'Economia i Coneixement,Jordi Camí Morell,Jordi,Camí,Morell,8003,Barcelonès,Barcelona,15728
12663,3392,Consorci Port de Mataró,Departament de Territori i Sostenibilitat,null,null,,,8301,Maresme,Mataró,12660
12572,3392,Consorci Port de Portbou,Departament de Territori i Sostenibilitat,null,null,,,17497,Alt Empordà,Portbou,12660
5815,15638,Consorci Ripollès Desenvolupament,Departament d'Empresa i Ocupació,Joan Bonet i Puig,Joan,,Bonet,17500,Ripollès,Ripoll,5500
3350,2803,Consorci Sanitari Integral,Departament de Salut,Miquel Arrufat Vila,Miquel,Arrufat,Vila,8906,Barcelonès,L'Hospitalet de Llobregat,3009
3348,2803,Consorci Sanitari de Barcelona,Departament de Salut,Jaume Estany Ricart,Jaume,Estany,Ricart,8023,Barcelonès,Barcelona,3009
3345,2803,Consorci Sanitari de Terrassa,Departament de Salut,Pere Vallribera i Rodríguez,Pere,,Vallribera,8227,Vallès Occidental,Terrassa,3009
3344,2803,Consorci Sanitari de l'Alt Penedès,Departament de Salut,Francesc Ferrer Ferret,Francesc,Ferrer,Ferret,8720,Alt Penedès,Vilafranca del Penedès,3009
11818,2803,Consorci Sanitari de l'Anoia,Departament de Salut,Francesc Xavier Niño Nuñez,Francesc,Xavier Niño,Nuñez,8700,Anoia,Igualada,3009
9926,2803,Consorci Sanitari del Maresme,Departament de Salut,Joaquim Esperalba i Iglesias,Joaquim,,Esperalba,8304,Maresme,Mataró,3009
5989,5823,"Consorci Sant Gregori, de Girona",Departament de Benestar Social i Família,null,null,,,17150,Gironès,Sant Gregori,5921
9631,2221,Consorci Teatre Fortuny de Reus,Departament de Cultura,Ferran Madico,Ferran,,Madico,43201,Baix Camp,Reus,2228
15657,6,Consorci Urbanístic del Portal de la Costa Brava-Illa de Blanes,Departament de la Presidència,null,null,,,17300,Selva,Blanes,14
12215,2803,Consorci d'Atenció Primària de Salut de l'Eixample (CAPSE),Departament de Salut,Ramon Morera Castell,Ramon,Morera,Castell,8036,Barcelonès,Barcelona,3062
15068,1599,Consorci d'Educació de Barcelona,Departament d'Ensenyament,null,null,,,8010,Barcelonès,Barcelona,1599
16507,2803,Consorci de Castelldefels Agents de Salut (CASAP),Departament de Salut,null,null,,,8860,Baix Llobregat,Castelldefels,3062
17437,15638,"Consorci de Comerç, Artesania i Moda de Catalunya",Departament d'Empresa i Ocupació,Josep Maria Recasens i Soriano,Josep,Maria,Recasens,8037,Barcelonès,Barcelona,19035
18896,2803,"Consorci de Prevenció i Salut de Terrassa, SL",Departament de Salut,null,null,,,8224,Vallès Occidental,Terrassa,3345
15944,5823,Consorci de Serveis Socials de Barcelona,Departament de Benestar Social i Família,null,null,,,8009,Barcelonès,Barcelona,5823
2738,2221,Consorci de l'Auditori i l'Orquestra,Departament de Cultura,Joaquim Garrigosa i Massana,Joaquim,,Garrigosa,8013,Barcelonès,Barcelona,2228
11987,3392,Consorci de l'Habitatge de Barcelona,Departament de Territori i Sostenibilitat,null,null,,,8018,Barcelonès,Barcelona,18119
18030,3392,Consorci de l'Habitatge de l'Àrea Metropolitana de Barcelona,Departament de Territori i Sostenibilitat,null,null,,,8040,Barcelonès,Barcelona,18119
18029,15638,Consorci de la Inspecció de Treball i Seguretat Social de Catalunya,Departament d'Empresa i Ocupació,null,null,,,8025,Barcelonès,Barcelona,15638
11715,5823,Consorci del Barri de la Mina,Departament de Benestar Social i Família,Núria Giralt i Page,Núria,,Giralt,8930,Barcelonès,Sant Adrià de Besòs,5823
2638,6,Consorci del Circuit de Catalunya,Departament de la Presidència,Salvador Servià i Costa,Salvador,,Servià,8160,Vallès Oriental,Montmeló,14
2737,2221,Consorci del Gran Teatre del Liceu,Departament de Cultura,null,null,,,8002,Barcelonès,Barcelona,2228
3351,2803,"Consorci del Laboratori Intercomarcal de l'Alt Penedès, l'Anoia i el Garraf",Departament de Salut,Guillermina Barbarà i Salvà,Guillermina,,Barbarà,8720,Alt Penedès,Vilafranca del Penedès,3009
18230,655,Consorci del Museu Memorial de l'Exili (MUME),Departament de Governació i Relacions Institucionals,null,null,,,17700,Alt Empordà,La Jonquera,13775
10463,2221,"Consorci del Museu de Lleida, Diocesà i Comarcal",Departament de Cultura,null,null,,,25002,Segrià,Lleida,2228
2736,2221,Consorci del Palau de la Música Catalana,Departament de Cultura,Joan Oller Cuartero,Joan,Oller,Cuartero,8003,Barcelonès,Barcelona,2228
18906,3392,Consorci del Parc de l'Espai d'Interès Natural de Gallecs,Departament de Territori i Sostenibilitat,null,null,,,8104,Mollet del Vallès,Gallecs,3392
17620,1103,"Consorci per a la Construcció, Equipament i Explotació del Laboratori de Llum Sincrotró (CELLS - ALBA)",Departament d'Economia i Coneixement,null,null,,,8290,Vallès Occidental,Cerdanyola del Vallès,15728
14168,15638,Consorci per a la Formació Contínua de Catalunya,Departament d'Empresa i Ocupació,Olga Campmany i Casas,Olga,,Campmany,8019,Barcelonès,Barcelona,18114
2739,2221,Consorci per a la Normalització Lingüística (CPNL),Departament de Cultura,Josep Madorell Bonora,Josep,Madorell,Bonora,8037,Barcelonès,Barcelona,15755
7083,2803,Consulta de Tuberculosi de l'Hospital de Reus,Departament de Salut,null,null,,,43201,Baix Camp,Reus,3311
15873,15638,Contractació i pressupost,Departament d'Empresa i Ocupació,null,null,,,8018,Barcelonès,Barcelona,10104
18643,3392,Control Econòmic i Financer (Agència de l'Habitatge de Catalunya),Departament de Territori i Sostenibilitat,null,null,,,8015,Barcelonès,Barcelona,18641
6976,2803,Control de Gestió i Suport Operatiu. Regió Sanitària Lleida,Departament de Salut,M. Pilar Urdaniz Bondia,M.,Pilar Urdaniz,Bondia,25006,Segrià,Lleida,3053
6983,2803,Control de Gestió i Suport Operatiu. Regió Sanitària Terres de l'Ebre,Departament de Salut,Purificació Vallès i Soguès,Purificació,,Vallès,43500,Baix Ebre,Tortosa,3055
15153,2803,Control de Gestió. Regió Sanitària Alt Pirineu i Aran,Departament de Salut,Fèlix Castells i Farré,Fèlix,,Castells,25620,Pallars Jussà,Tremp,14158
15137,2803,Control de Gestió. Regió Sanitària Catalunya Central,Departament de Salut,Anna Solano Garcia,Anna,Solano,Garcia,8241,Bages,Manresa,14097
18675,2221,Cooperació institucional,Departament de Cultura,null,null,,,8002,Barcelonès,Barcelona,12784
17681,6581,Coordinació Executiva,Parlament de Catalunya,Rosa Felicitat Escrihuela i Roca,Rosa,Felicitat,Escrihuela,8003,Barcelonès,Barcelona,6609
18894,2803,"Coordinació Logística Sanitària, AIE",Departament de Salut,null,null,,,8130,Vallès Occidental,Santa Perpètua de Mogoda,3009
13780,655,"Coordinació Projectes de Comunicació, Difusió i Xarxes Socials",Departament de Governació i Relacions Institucionals,Montserrat Aguilera i Vilar,Montserrat,,Aguilera,8003,Barcelonès,Barcelona,12648
15877,15638,Coordinació Territorial,Departament d'Empresa i Ocupació,Maria Pilar Catalán Guix,Maria,Pilar Catalán,Guix,8018,Barcelonès,Barcelona,9284
11065,5823,Coordinació Territorial de Joventut a Barcelona,Departament de Benestar Social i Família,Oriol Martín Berbois,Oriol,Martín,Berbois,8015,Barcelonès,Barcelona,2454
11066,5823,Coordinació Territorial de Joventut a Girona,Departament de Benestar Social i Família,Anna Prior i Tió,Anna,,Prior,17002,Gironès,Girona,2454
11067,5823,Coordinació Territorial de Joventut a Lleida,Departament de Benestar Social i Família,Anna Feliu i Moragues,Anna,,Feliu,25002,Segrià,Lleida,2454
11068,5823,Coordinació Territorial de Joventut a Tarragona,Departament de Benestar Social i Família,Joan Plana i Pons,Joan,,Plana,43003,Tarragonès,Tarragona,2454
13410,5823,Coordinació Territorial de Joventut a les Terres de l'Ebre,Departament de Benestar Social i Família,Teresa Marcelino i Obiol,Teresa,,Marcelino,43500,Baix Ebre,Tortosa,2454
16500,1103,Coordinació Territorial de Recaptació,Departament d'Economia i Coneixement,null,null,,,8010,Barcelonès,Barcelona,16469
17270,5823,Coordinació Territorial de l'Institut Català de les Dones a Barcelona,Departament de Benestar Social i Família,Ivet Castaño Vilella,Ivet,Castaño,Vilella,8001,Barcelonès,Barcelona,66
16843,5823,Coordinació Territorial de l'Institut Català de les Dones a Girona,Departament de Benestar Social i Família,Josefina Surina Gelis,Josefina,Surina,Gelis,17002,Gironès,Girona,66
16844,5823,Coordinació Territorial de l'Institut Català de les Dones a Lleida,Departament de Benestar Social i Família,Carme Castelló i Gistau,Carme,,Castelló,25007,Segrià,Lleida,66
16845,5823,Coordinació Territorial de l'Institut Català de les Dones a Tarragona,Departament de Benestar Social i Família,Lidia Bargas i Musoy,Lidia,,Bargas,43003,Tarragonès,Tarragona,66
16846,5823,Coordinació Territorial de l'Institut Català de les Dones a les Terres de l'Ebre,Departament de Benestar Social i Família,null,null,,,43500,Baix Ebre,Tortosa,66
16562,655,Coordinació d'Auditoria i Seguretat de la Informació,Departament de Governació i Relacions Institucionals,Ramón Martín Miralles i López,Ramón,Martín,Miralles,8018,Barcelonès,Barcelona,16563
15685,655,"Coordinació de Difusió, Projectes i Assessorament Històric",Departament de Governació i Relacions Institucionals,Ignasi Sardà Rico,Ignasi,Sardà,Rico,8008,Barcelonès,Barcelona,18225
17623,655,Coordinació de Protecció de Dades Personals,Departament de Governació i Relacions Institucionals,null,null,,,8003,Barcelonès,Barcelona,12649
2846,2803,Coordinació de Situacions Administratives i Règim Jurídic de Personal,Departament de Salut,Maria Teresa Álvarez i López,Maria,Teresa,Álvarez,8028,Barcelonès,Barcelona,2838
15882,15638,Coordinació del procediment,Departament d'Empresa i Ocupació,Olga Treceño Cusidó,Olga,Treceño,Cusidó,8018,Barcelonès,Barcelona,15343
18032,13760,Coordinador Administratiu dels Arxius,Departament d'Interior,Antoni Serra Pasqual,Antoni,Serra,Pasqual,8009,Barcelonès,Barcelona,716
11193,655,Coordinador Informàtic,Departament de Governació i Relacions Institucionals,Juan Francisco Zaguirre Cano,Juan,Francisco Zaguirre,Cano,8003,Barcelonès,Barcelona,11154
18785,13760,Coordinador Tècnic,Departament d'Interior,Joan Argelagués Serra,Joan,Argelagués,Serra,8009,Barcelonès,Barcelona,12160
707,13760,Coordinador Tècnic en matèria de Recursos Humans,Departament d'Interior,Antoni López i Amador,Antoni,,López,8009,Barcelonès,Barcelona,13324
15165,13757,Coordinador d'Assessorament Jurídic,Departament de Justícia,Cristina Mateu Pulido,Cristina,Mateu,Pulido,8010,Barcelonès,Barcelona,5049
13517,13760,Coordinador d'Àrea,Departament d'Interior,null,null,,,8100,Vallès Oriental,Mollet del Vallès,18809
13518,13760,Coordinador d'Àrea,Departament d'Interior,null,null,,,8100,Vallès Oriental,Mollet del Vallès,18809
16377,3392,Coordinador d'Àrees,Departament de Territori i Sostenibilitat,null,null,,,,,,11622
16988,3392,Coordinador de  Programes,Departament de Territori i Sostenibilitat,Mª Àngels Gómez Puig,Mª,Àngels Gómez,Puig,8029,Barcelonès,Barcelona,15530
18106,13760,Coordinador de Comunicació Interna,Departament d'Interior,Josep Colàs Salvador,Josep,Colàs,Salvador,8290,Vallès Occidental,Cerdanyola del Vallès,9767
15923,4163,Coordinador de Comunicació i Difusió Tecnològica,"Departament d'Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural",Josep Maria Masses Tarragó,Josep,Maria Masses,Tarragó,8007,Barcelonès,Barcelona,18264
17700,6,Coordinador de Continguts i Innovació de Direcció General d'Atenció Ciutadana i Difusió,Departament de la Presidència,Jordi Graells i Costa,Jordi,,Graells,8003,Barcelonès,Barcelona,78
16376,3392,Coordinador de Divisions,Departament de Territori i Sostenibilitat,J. Manuel Barrera i Sales,J.,Manuel,Barrera,,,,10679
13331,13760,Coordinador de Processos d'Innovació,Departament d'Interior,Josep Lluís Serrano i Alcázar,Josep,Lluís,Serrano,8009,Barcelonès,Barcelona,13821
18149,2221,Coordinador de Relacions Externes,Departament de Cultura,null,null,,,8002,Barcelonès,Barcelona,2228
16826,13760,Coordinador de Responsabilitat Social Corporativa,Departament d'Interior,Ramon Casal Sabarich,Ramon,Casal,Sabarich,8009,Barcelonès,Barcelona,14092
17470,13760,Coordinador de Salvament Marítim i Mitjans Especials,Departament d'Interior,Bienvenido Aguado Sánchez,Bienvenido,Aguado,Sánchez,8290,Vallès Occidental,Cerdanyola del Vallès,8042
18107,13760,Coordinador de les actuacions de Prevenció Operativa Forestal,Departament d'Interior,Joan Rich Pallés,Joan,Rich,Pallés,8290,Vallès Occidental,Cerdanyola del Vallès,12149
18024,13760,Coordinador del Sistema d'Informació Geogràfica,Departament d'Interior,Marc Salvador Segarra,Marc,Salvador,Segarra,8009,Barcelonès,Barcelona,13795
17088,2803,Coordinador per a la Creació de l'Agència de Salut Pública,Departament de Salut,Josep Lluís de Peray i Baiges,Josep,Lluís de,Peray,8005,Barcelonès,Barcelona,19029
18065,655,Coordinador/a d'Anàlisi i Estudis de Processos Participatius,Departament de Governació i Relacions Institucionals,null,null,,,8008,Barcelonès,Barcelona,18224
14033,13760,Coordinador/a d'Educació Viària (STTG),Departament d'Interior,null,null,,,17002,Gironès,Girona,9718
